content,score,year,month,day,tone
maaf mau tanya tujuan ktp digital ini dibuat untuk apa kalau masih harus ke dukcapil,1,2023,12,31,-1
gak bisa buka aplikasiloading teruspayah,1,2023,12,29,-1
kenapa di aplikasi ini ga bisa akses album foto kalok gini kan fotonya jadi jelek,1,2024,1,17,-1
kurang bagus aplikasi nya masa udh punya akun gak bisa masuk,1,2023,12,12,-1
memuat terus gak bisa di bukak ada keperluan pun jadi susah tolong di tindaklanjuti jangan di diamin,1,2024,1,19,-1
gmn dah gabisa dibuka tulisanya memuat terus,1,2023,12,1,-1
terjadi kesalahan koneksi dan coba lagi,3,2024,1,30,-1
aplikasi lumayan membantu tp masih perlu ditingkatkan,3,2024,1,3,-1
g bisa di buka katanya terjadi kesalahan coneksi pada hal sinyal joz,1,2024,2,24,-1
udah donload ga bisa dinstal aplikasi sampah,1,2024,1,4,-1
hadew pemerintah sok2an bikin aplikasi masa selalu gak bisa kalau mau masuk,1,2024,1,3,-1
sinyal bagus tpi kesalahan koneksi,1,2024,1,24,-1
tolong pak di update lagi aplikasi ya karena ada menu aplikasi ya yang hilang sepeti vaksin bpjs pajak kpu dl semoga kedepanya semakin baik dan banyak orang mengemukan ya,5,2023,6,6,1
aplikasi nya ga bisa di buka pake data saluer,2,2023,12,26,-1
bikin males kalau masih tp harus k kantor disdukcapil atau kecamatanga semua daerah dekat dgn kecamatan di indonesia masih banyak daerah yang harus menempuh jarak ber jam jam hanya utk ke kecamatan jadi kalau mau buat terobosan online ya ful online jangan setengah setengah,1,2023,12,20,-1
ga bisa masuk cuk memuat terus,1,2024,1,10,-1
aplikasi ga jelas di buka malah eror terus percuma aja di download,1,2024,2,26,-1
kami sudah mendaftar tapi tidak bisa muncul gimanasih,4,2023,12,21,1
sinyal bagus masih muter muter,1,2024,1,23,-1
terus update aplikasinya supaya lebih mudah digunakanya,3,2024,2,1,-1
maaf lemot pak gak bisa diakses data kependudukanya,5,2023,12,15,1
dokumen lain yang tadinya bisa tampil sudah update malah ga bisa tampil lagi,1,2024,1,5,-1
jembutdaftar aja harus pake barcodeapa gunanya nik,1,2023,12,25,-1
lebih efisienpraktis aman,5,2023,12,30,1
aplikasi apan selalu eror klu mau bubuhkan kartu keluarga,1,2023,12,28,-1
gimna yang gak punya hp androidorang tua dulu gak ngerti hp android hadeuh serba digital,2,2024,1,2,-1
hudh uninstal trus instal lgmsh aja ga bs dibuka ini aplikasi mksdnya buat apa sih,2,2024,2,26,-1
burik pengin semua digital tapi harus ke dukcapil nauzubilah,1,2024,1,2,-1
bagaimana cara mereset paswordnyasaya tidak bisa masuk karna lupa paswordnya,2,2023,12,8,-1
cuma bisa loading aja selalu gagal,1,2024,1,10,-1
seharusnya bisa di permudah sih kek kirim lewat email atau wa g perlu scan qrcode,3,2023,12,9,-1
di perbaiki masalah jaringanmemuat terus,1,2024,1,12,-1
knapa scan borcodenya selalu invalid apanya yang salah ya,1,2023,12,20,-1
maksud adanya aplikasi untuk memudahkan masyarakat apa untuk menyulitkan masyarakat disini saya mencoba beberapa kali daftar dan tidak bisa karena saya tidak punya kode qr verifikasi dari dukcapil lagian ngapain harus pake kode qr verifikasikalo harus ke dinas dukcapil dulu ngapain pake aplikasitingal ajukan keluhan saja ke pegawai nyaniatnya mau cek nik ktp malah di bikin ribet sama aplikasi ini,1,2024,1,4,-1
tidak berfungsi gagal memuat data,1,2024,2,13,-1
sinyal data bagus masa gabisa dibuka,1,2024,1,9,-1
seharus nya dengan daftar saja sudah dapat kenapa harus antri lagi,1,2023,12,13,-1
sayang sekali admin bagian keluhan atau yang bertangungjawab tidak ada sepertinyasampai masukan dan kritik tidak ada yang dijawab satupuncoba pejabatnya masih pak zudan pasti kata beliau ktp digital untuk verifikasi scan barcode pasti tidak perlu ke dukcapil,1,2024,2,2,-1
terjadi kesalahan koneksi apanya ini bos internet saya lancar,3,2024,2,24,-1
lebih disempurnakan lagi terkait sistem dalam aplikasi,5,2024,2,6,1
mohon di perbarui karna aplikasi ini terlalu lemot,5,2024,1,10,1
ribet harus ke dukcapil masih gak percaya mengenai keamanan datanya,1,2023,12,25,-1
daftar ber ikd memang dianjurkan oleh pemkab disinicuman data aman ngak jika hp pindah tangan tercuri atau dari heker2 dari iklan internet yang sruntulan masuk di layar hp,4,2023,12,25,1
kenapa susah banget buat buka aplikasinya tolong diperbaiki jika besuk harus pakai aplikasi ini,1,2024,1,13,-1
dibuka loading lama dan gak bisa diakses,4,2024,2,24,1
aplikasi tidak berguna sama skli gha bisa ke buka,1,2024,2,12,-1
kalau ada kayak gini kenapa harus datang ke dukcapil hanya untuk dapatkan kode qr harusnya nik sudah terintegrasi sama dukcapil kalau sudah melakukan perekaman ektp mohon kominfo jangan buat aplikasi ampas kayak gini habiskan angaran aja brokrasi jangan ribet,1,2024,2,26,-1
kalau belum siap petugas dan aplikasi nya mending jangan dulu di launching,1,2024,1,2,-1
kominfo seharusnya mempertimbangkan lagi kehendak menganti ektp dgn aplikasi ini karena aplikasi ini sendiri banyak kekuranganya jd menurutku perbaiki dulu kekurangan aplikasi ini sebelum diteraplikasian menyeluruh agar masyarakat tidak memandang sebelah mata pd sdm dan aplikasi ini apalagi hp seseorang juga rawan diretas oleh pihak tak bertangung trus gimana kalo hp seseorang dicuri padahal didalam hp ada data indetitas kependudukan harusnya pemerinta itu peduli pd kualitas idup rakyat sendiri drpd rohingnya,1,2023,12,8,-1
mau digital tapi daftar manual,1,2024,1,4,-1
aplikasi tidak dapat di instal di nokia 51 plus android 10,1,2023,12,15,-1
tolong sistem nya diperbaiki lagi,2,2024,2,8,-1
ternyata tetap harus ke dukcapil untuk scan qr,3,2024,1,1,-1
harus kedukcapil tambah ribet mau digital kok nangung harus ini itu,1,2024,1,1,-1
aplikasi kaleng sarden itu tombol saya setuju syarat blablabla gak bisa dipencet masa sekelas nasional aplikasinya ky gini ditileo ato gmn angaranya,1,2023,12,30,-1
baru 3 langkah 1 input nik ok 2 input email ok 3 input nohp ok 4 foto diri ok lah terus malah di suruh minta kantor dukcapil minta kode scan qr yowes skip dulu aja jauh dari kantor dukcapil capil perlu waktu yang lama menuju kantor,1,2023,12,12,-1
sistem dan informasi lebih baik lagi,5,2024,1,4,1
sudah banyak yang mengeluhtapi perbaikan aplikasi kasih nol,1,2024,1,29,-1
kata online tapi masih harus ke dukcapil kan aneh,1,2023,12,2,-1
aplikasi yang sangat membantunamun masih banyak kekurangan,2,2024,1,4,-1
tolong aplikasi ini diperbatuhi masak foto ktp gak bisa di download,3,2023,12,13,-1
katanya online tp masih perlu ke kantor dukcapil ini sama saja bohong,1,2023,12,27,-1
yaelah aplikasinya gak bisa dibuka makin kocak aja nih negara apan yang dicari si proyek apalagi ini hidup dah ribet tambah ribet,1,2024,1,1,-1
gak bisa digunain pdhl udh 3x buka trs gak bs skrng,1,2024,1,25,-1
gmna ini ga bisa buka dokumen kalau memang banyak masalah gausah pake elektronik,1,2023,11,29,-1
gak guna gak bisa di buka eror terus,1,2024,2,12,-1
di sat butuh mau buka aplikasi kagak bisa,1,2024,1,30,-1
tolong di perbaiki tidak bisa di download,2,2023,11,30,-1
kok di buka tidak bisa lalu loading lama banget,3,2024,2,25,-1
aplikasi lemot loading terus payah,1,2024,1,3,-1
bisa ngak indonesia diurus swasta aja aplikasi gini aja gagal masuk terus,1,2024,1,27,-1
aplikasi sangat mendukung mobilitas tingi,5,2023,2,2,1
kak mau tanyakok apkny kalo di buka cuma ada tulisan memuat aja gimna ya kak solusiny,1,2023,12,18,-1
cukup e ktp saja toh data kita sdh menclok dimana2,1,2024,2,1,-1
bukan untuk mempermudah malah mempersulit,1,2023,12,12,-1
ga hrs juga pakai qris kalikan bs jaman skr tingal masukan nomor hpdapat otpbelajarlaj seperti bak bca,1,2024,1,27,-1
bpkb sim bisa conect dong dg polri trs yang penting siber aman terjaga,5,2024,1,1,1
apa yang diurus sm negara gak ada yang beres aplikasi murahan banyak bugnya uang negara lo pada korupsi apa gimana,1,2024,1,30,-1
ga bsa dibuka lagitolong diperbaiki lagi,3,2023,12,20,-1
katanya prosedur nya gampang tetep aja harus ke dukcapil minta kode qr nya mau jalan era digitalisasi gmn koq ga di permudah,1,2024,1,11,-1
aplikasi gak guna ribet klok mau biar masyarakat mudah mendaftar jangan pakai code qr segala ini namanya mempersulit masyarakat yang jauh dari dukcapil atau kecamatan tolong di perbaiki biar gak pake cde qr,1,2024,2,1,-1
banyak yang komplain tapi tidak di respon apakah aplikasi ini masih di urus atau di gunakan,1,2023,12,11,-1
sangat menolong kita untuk melihat data kita,5,2023,12,29,1
kurang efektif harus ke petugas dukcapil untuk dapat qr barcode,3,2024,1,21,-1
udah bafoto mlh ulang terus data kita aslicuma gmn ini aplikasiribet,1,2023,12,21,-1
ini gimana ya kok pake data seluler memuat terus tolong aplikasinya harus gimana ini,1,2024,1,25,-1
persyaratan dokumen biar mudah untuk mengajukan yang lainlain,4,2024,1,1,1
kirain tingal aktifin eh malah harus ke capil hahaha mana jarak capil 8km,1,2023,12,25,-1
sampai sekarang aplikasi g bisa kebuka tolong admin di perbaiki sehinga masyarakat luas bisa merasakan aplikasi ini,2,2024,2,25,-1
sok2 an mo hilangin poto copy ktpbikin aplikasi aj kgk benerjaringan ny eror mulumasih jauhbelajar dulu dahcari ahli it ny yang cangihjgn ahli it pingir jln di pungut,1,2024,1,4,-1
lebih di tingkatkan lagi utk kemudahan layanan publik jgn lupa keamanan data publik di jaga,5,2024,1,5,1
parah loeudah masuk gak bisa dibuka lagiapus aja dari gogle play,1,2024,2,25,-1
ketika di perlukan slalu sj gak bisa di buka muter kaya angin,1,2024,1,17,-1
dulu mudah di buksk kok sekarang susah di buka gak bisa,1,2024,2,25,-1
sangat sulit untuk login,1,2024,1,30,-1
kenapa sekarang saya tidak bisa login kembali aplikasi nya malah tidak bisa di buka,2,2024,2,24,-1
sangat jelek ga ada menu download k yang buat aplikasi kurang dana kah,1,2024,2,16,-1
ui apa ini sekelas pemerintah kayak gini bayarlah desainer uiux anak bangsa banyak dan murah,1,2024,1,2,-1
percuma pemerintah memberikan angaran untuk pembuatan aplikasi tapi nga bisa dipakai,1,2024,2,16,-1
kenapa sat dibuka katanya kendala jaringan padahal jaringan saya sudh bagus,4,2024,2,25,1
tdak bisa di buka aplikasi ny engak jlas ni aplikasi ny,1,2024,2,26,-1
percuma buat aplikasi ini kalo harus nemuin dan scan qr di laptopnya petugas kecamatan lagi,1,2024,1,16,-1
aplikasinya lumayan tapi nyurus seken tapi seken diman,2,2023,12,22,-1
kadang2 tidak bisa dibuka n kartunya tidak bisa dicetak,3,2023,12,30,-1
kok saya gak bisa download file yang di browser ya sekarang harus ajukan cetak ulang,5,2024,2,14,1
aplikasinya saja buruk apalagi keamananya dah iluninstal saja,1,2024,1,24,-1
alhamdulilah sudah bisa dibuka stelah 2 hari selalu terjadi keselahan,5,2024,2,26,1
bagus tetapi harus datang uninstal lagi tungu 45 tahun kedepan kalau begitu,1,2024,1,12,-1
pas buka dokumen kok ga bisa yasementara saya kasih 3 bintang dulu ya,3,2024,1,2,-1
cukup bagus sihk tapi kenapa sering ngeleg,4,2023,12,1,1
bagus sangat mudah di gunakan,5,2024,1,2,1
aplikasi blon digitalilasi malah dibuat ribet harus kedukcapil dulu ngambil kode qr wakwkwkwkakakwkwk asu kenapa ngak minta foto ktp aja buat verifikasi ketauan nich yang bikin aplikasi cuma anak magang,1,2024,1,6,-1
pada bagian dokumen tidak bisa dibuka,5,2023,12,29,1
sialan emg indonesia mana nih koar koar digitalisasi harus dateng juga,1,2024,1,24,-1
kesalahan koneksi terus,1,2023,12,8,-1
min kenapa ktpe maupun ktp digital saya tidak terdetect ya pdhal saya mengurus sudah dari bulan 5 tahun 2023 saya sangat kecewa mau ikut nyoblos jadi g bisa gimana solusinya sangat merugikan,3,2024,2,14,-1
sekelas negara kok tolol mau digitalisasi sistem ktp aja harus d persulit musti datang dulu k kantor disdukcapil buat minta verifikasi nya masa ga bisa bikin ktp digital tanpa harus datang langsung k disdukcapil nya payah,1,2023,12,30,-1
tidak bisa membuka menu dokumen,1,2024,1,5,-1
saya mampu donlot apl yang 90mb tapi akhirnya saya dikalahkan oleh apl yang cuma 94mb muter muter doang tanpa arah dan tujuan yang jelas,2,2024,2,2,-1
aplikasi macam apa ini sering eror bukan mempermudah malah menyulitkan,1,2024,1,24,-1
bagus simpel jd kemana2 ngk perlu bawa ktp,5,2024,1,24,1
ribet buat manula apalagi buat yang tidak py hp dan data jaman dah susah,1,2023,10,12,-1
aplikasi belum bisa di gunakan dengan semestinya,1,2023,12,9,-1
berteletele tidak efisien,1,2024,2,10,-1
yok kerja yok loading trs ga niat masuk aplikasi,2,2024,1,9,-1
aflikasi nya sangat jelek sat di butuh kah tidak bisa di buka tidak bisa membantu,1,2024,2,25,-1
aplikasinya ganti nama saja menjadi loading forever,1,2024,1,2,-1
terimakasih dengan adanya aplikasi digital resmi ini,5,2024,2,2,1
udah login berkali kali nga bisa,1,2024,2,12,-1
tidak bisa masuk katanya pin salah kalo lupa pin bagaimana,1,2023,12,28,-1
bagus dan terintegrasi,5,2023,3,20,1
aplikasi yang sulit diakses selalu gagal kocak,1,2024,1,22,-1
jgn harap bisa dipake kalau lu sendiri ga ada di disdukcapil online tapi harus ke capil najis si,1,2022,11,30,-1
1tolong buat anmin di permudah mendapatkan dapta 2 data selalu eror,1,2023,12,12,-1
aplikasi susah di buka cuma loading doang,1,2024,1,3,-1
ini untuk dapet kode qr harus ke dukcapil kah ga bisa langsung dapet ya,1,2023,12,21,-1
perbaiki layanan dan sekarang tidak bisa di akses,5,2024,2,25,1
aplikasi rusak masuk aja gak bisa,1,2024,2,26,-1
kenapa malah tidak bisa di buka padalah lagi butuh banget,1,2024,2,25,-1
masih banyak kekurangan semua kritikan ada di komentar temen temen disini ayo perbaiki buatlah aplikasi ini lebih bagus lagi,2,2024,2,5,-1
harusnya bisa screnshot atau print ini saya urus ktp pindah belum jadi fikisknya karna ga ada belangko udh 4 bulan gmana mau perpanjang sim dan stnk kan di butuhkan fotocopy ktpnya,1,2024,2,13,-1
aplikasi nya rusak tlong di perbaiki ini mah mau di download aja kebijakan rusak,1,2024,2,26,-1
verifikasi dan validasi masih susah,3,2023,12,14,-1
loading terus sulit diakses,1,2024,2,7,-1
memuat terus buka aplikasi nya g bisa digunakan sat perlu kalau gini,1,2024,1,26,-1
tidak bisa d buka sistem eror,1,2024,2,24,-1
aplikasinya jelek malah tak berfungsi,1,2024,1,12,-1
mau daftar tapi harus minta lagi kode qr ke dukcapil sama saja bohong pak karna harus ke dukcapil lagi,1,2024,2,12,-1
bukanya mempermudah malah mempersulit,1,2023,11,29,-1
sangat tidak di anjurkan karena aps ini tidak membantu sama sekali,1,2024,2,2,-1
tidak bisa dibuka padahal saya sedang memerlukan ktp,1,2024,2,22,-1
kalau mendaftarnya harus di hadapan petugas dukcapil dan kita mendatangi lagi kantor dukcapil untuk apa dibuat ini sebaiknya semuanya online atau petugas dukcapil yang diwakilkan petugas kelurahan atau kepling yang mendatangi warganya penyusahan rakyat engak semua orang yang sudah usia 17 tahun punya android atau iphone alasan penghematan dulu kenapa bisa padahal angaranya banyak yang dikorupsi,1,2024,1,7,-1
klu bisa kembali awal ngurus d rtrw dan ngurus k a/ ngurus surat2 tete bengek apa isa pake aplikasicontoh saya tidak mintak surat kematianyang orng buta hp digital dan orng tidak pnyk hp digital apa bisabuat apa ada rtrw klu g ada tugas kan rtrw juga d bayar yang pasti2 aja lah,1,2024,1,3,-1
punya saya ga bisa di buka gimana ini aplikasinya gak bisa buka data,5,2023,12,30,1
aplikasi ikd nga bisa di bukapadahal saya lagi perlu pendatan,2,2024,2,23,-1
kenapa tidak sesuai nik sudah betul knp taun lahir bisa salah pdhl ktp sblumnya 97 knp ini jd 94,1,2023,12,12,-1
setelah update gak bisa masuk lagi,1,2024,2,4,-1
baru instal harus didepan petugas utk scan barcode nya katanya online tp ribet,1,2024,1,29,-1
percuma punya ktp digital kalau masalah administrasi masih minta foto copy ktp dan harus menyerahkan ktp fisik pula terus buat apan ktp digital,2,2024,1,11,-1
woy kenapa ga bisa buka pake data kenapa baru bisa kebuka pake wifi kok ga kayak dolo lagi sih bisa dibuka sekrang malah repot mau buka,1,2024,2,3,-1
kenapa kartu keluarga tidak tampil pada aplikasi identitas kependudukan digital,1,2024,1,2,-1
ada verifikasi qr msti dtng ke dukcapil dulu kn udh ada nik verifikasi lewat email aja lebih praktis,1,2024,1,1,-1
masih buruk tidak bisa dibuka padahal kuota banyak,1,2024,1,16,-1
tetep harus datang ke dukcapil untuk mengaktifkan dong ga semua orang domisilinya dekat dengan dukcapil contoh saya di kab bogor bagian selatan nah kantor dinas pemerintah semua ada di cibinong itu dari ujung selatan ke ujung utara mana kantor begitu bukanya seninjumat sangat tidak memudahkan kenapa ga ke kecamatan desa saja yang lebih dekat,1,2023,12,27,-1
udah di coba 10x download gagal solusinya apa internet bagus penyimpanan masih sisa banyak hapus cache udah semua udah dicoba sesuai apa yang diperintahkan tapi apa tetep tidak bisa di instal ini ng ada solusi lain apa solusinya sama semua,1,2023,11,30,-1
proyek 1 miliyar pesen yang 20 jt yang 80 buat study banding ya kayak gini hasilnya,1,2024,1,23,-1
masa pake data gabisa mulu cok tolong benerin lah,1,2024,1,14,-1
aplikasi jelek tidak bisa di gunakanbuang2 angaran,1,2024,2,24,-1
kenapa sekarang aplikasi nya ga bisa dibuka pdhl pas tgl 7 kemarin masih bisa dibuka,1,2024,2,24,-1
begitu verifikasi wajah langsung force close aplikasinya,1,2023,12,14,-1
ragu mau instal setelah banyak keluhan,1,2023,12,5,-1
mau daftar harus ke kantor dulu kurang efisien,1,2024,1,10,-1
susah harus pakai wifi padahal sinyal banyak,1,2024,1,19,-1
aplikasi tidak bermutudibuka saja tidak bisa,1,2024,1,28,-1
koneksi internet padahal ful mala gak bisa ini,5,2024,2,24,1
untuk lihat dokumen loading terus kasihan orang capil sat datang ke desa jadi kendala mereka dan banyak dapat keluhan dari masyarakat tolong kemdendagri jika aplikasi belum siap jangan di lakukan ikd,1,2024,1,6,-1
satu hape satu ikd terus gimana buat yang ga punya hape atau yang serumah cuma punya satu hape aneh banget yakin nyetak ktp aja dipersulit padahal ktp itu untuk identitas diri masyalah,3,2023,12,5,-1
aplikasi nya makin gjls mau liat dokumen malah muter trus,1,2023,12,2,-1
bintang satu dulu masak verfikado foto wajah aja nga bisa klik,1,2024,2,1,-1
aplikasi tidak berguna tidak dapat terkoneksi,1,2024,2,20,-1
tdinya bsa buka ktpkok skrg gak bsaknp,3,2023,12,29,-1
tolong bngt tolong yth bpk / ibu yang sudah punya ide apa apa serba digital kalo memang masih banyak kendalanya sengaknya jngn mempersulit dung tolong bngt masa mau mengajukan cetak k baru ga bisa ilok kota bekasi kgk ada pelayan nya kalo bisa di s ma saya kirim hdeh mau orang liat tutor yt kalau emng ga sama apa yang di tutor ya gmn sedangkan nanya ke kecamatan / pihak langsung malah ga jelas tolong bngt ini ma orang mau apa apa jadi ribet bpk dan ibu yang enak tingal qr beres,1,2023,12,25,-1
harusnya aplikasi kyk gini ofline aj toh untuk kebutuhan nasional knsegala hrs online indonesia indonesia kpn mau makmurin rakyat nya,1,2023,12,7,-1
kenapa dokumen nya gak bisa di buka cuma loding muter2 doang,5,2023,12,31,1
kalau masih harus ke kelurahan juga buat scan buat aplikasia ada aplikasi,3,2023,12,19,-1
kok susah ya daftarnya kan saya sudah berumur 17 tapi k yang didaftarkan baru berumur 15thn,1,2024,2,1,-1
untuk penyedian tanda tangan kurang mendukung,5,2023,12,1,1
percuma download aplikasi ini kalau masih harus dateng ke kantor dukcapil untuk minta kode qr barcode,1,2023,12,19,-1
gak tau knp gak bisa masuk ngestuck di home pdhl internet bagus,1,2024,2,26,-1
kalau sudah di hapus aplikasinya apakah bisa kita login lagi tampa harus ke dukcapil,4,2024,2,25,1
aneh nga bisa di buka padahal sebelumnya bisa,1,2024,2,25,-1
kita beri ranting 3 dulu bilamana berjalan lancar kita tambah,3,2023,12,23,-1
lemot sat mau buka aplikasi nya,1,2023,12,20,-1
aplikasi banyak eror udah di publis gimana si,1,2024,1,6,-1
sangat menyulitkan sat log in,2,2024,2,6,-1
wkwkwk digital tapi harus ofline ke kantor disdukcapil semoga berbenah,1,2024,1,5,-1
udah ganti digital eh begitu mau digunain ga bisa kan kesel,1,2024,2,11,-1
ngak jelas scan kode qr tetap harus ke dukcapil,1,2023,12,11,-1
kok ngak bisa dibuka ya memuat terus padahal awal tahun masih bisa dibuka why,1,2024,1,16,-1
dukungan penuh sistem digitalisasi indonesiaku,5,2023,12,15,1
gak jls 5 x coba daftar koneksi gagal terus,1,2024,2,22,-1
aplikasi dancukiforce close mulubikin aplikasi yang benerbikin emosi rakyat konoha aja bisa nya,1,2024,1,30,-1
barcode nya mesti yahadoeh pemerintah oh pemerintah rekaman ektp kan sudah adaktivasi dengan email bisa x atau apa gtu biar ga ke kantor pemerintahanya min di desa,1,2024,1,5,-1
percuma bikin ikd belum bisa buat buka rekening di bank,1,2024,1,8,-1
teknologi setengah hati yang terkesan dipaksakan tapi belum siap dari segi apapun,1,2024,1,2,-1
masih perlu banyak penyesuaian,1,2023,12,21,-1
semakin di persulit di cetak gak bisa semua urusan yang memerlukan ktp jdi susah,1,2023,12,19,-1
saya kecewa dengan aplikasi ini saya ingin menganti ktp yang rusak tapi aplikasi tidak mau masuk,1,2024,1,3,-1
kenapa ya ada terjadi kesalahan koneksi,4,2024,2,24,1
aplikasi payah terhubung dengan server nya aja gak becus padahal aplikasi punya pemerintahan masa kalah dengan server milik swasta cuih ampas kyak gini pelayanan pemerintah sok sok an mau digitalisasi data masyarakat keamanan nya aja gak terjamin makan tuh digitalisasi,1,2024,2,26,-1
kurang bagus harus ribet ke kantor petugas dukcapil untuk scan qr bukan mempermudah malah mempersulit,3,2023,12,16,-1
gak bisa di buka memuat terus gak masuk masuk,1,2024,2,2,-1
se setelah di update tidak bisa login lagi,1,2023,12,5,-1
jaringan baguswifi bagus aplikasi eror trus hadeh kalah sama tetanga kota tangerang sama tangerang selatan,1,2024,1,12,-1
di benerin dong aplikasi nya masak masuk aja loading nya minta ampun,1,2023,12,30,-1
apa kaya gini kwalitas aplikasi sekelas punya negaracuma nyampe loading doang ga bisa kemanamana,1,2024,1,5,-1
apknya belum bisa di buka apakah systemnya belum berjalan,1,2024,2,25,-1
bintang satu aja ramai ramai biar ga mempersulit masyarakat yang ga punya hape kasian yng udah lansia ga ngerti beginian,1,2023,12,30,-1
cara dapat kode qr harus pergi ke diduskapilmemang aplikadi bagus,2,2024,2,11,-1
ini mah parah kenapa harus pakai kode qr kan udah ada fhoto langsung jd ribed ini aplikasi mending ga usah sekalian buang angaran negara aja dukcapil dki jakartaparah ini mah kalau ada bintang minus 1,1,2023,12,25,-1
katanya ktp digital kenapa orang perbankan masih pandang fisik apa karna uang fisiknya kalian ambil katanya indonesia adil makmur gimana mau adil yang bikin ktp aja di percepat yang ngasih amplop dan apa kegunanya,1,2024,2,13,-1
udah bisa daftar tapi harus scan barcode verifikasi di kantor dukcapil halah mau print ktp pdf aja syulit,1,2024,1,18,-1
mau daftar akun tapi harus ada barcode dari dukcapil,1,2024,1,28,-1
gak mutu blas mau daftar aja harus di depan petugas kalo harus ke kantor dukcapil ngapain pakai aplikasi kalo mau ngurus masalah kependudukan,2,2023,12,12,-1
ikd digunakan untuk memudahkan dipindai ke kode rahasia bisa dimanfatkan untuk kepentingan dokumen tidak perlu foto copy hp ikd bisa dipindai lewat komputer atau laptop tidak ribet dan mantap,5,2023,12,24,1
untuk defelopment perbaiki lgi dong masak mau ngurus ktp ndak bisa gara eror aplikasi nya sangat kecewa,3,2024,1,2,-1
aplikasi tai gak guna dibuka juga gak bisa jing,2,2024,2,2,-1
aplikasinya gak bisa membantu gak bisa kebuka,1,2024,2,25,-1
lebih baik diperbaiki dulu aplikasinya sebelum dimplementasikan secara keseluruhan,1,2024,2,13,-1
pakai wifi bisa pakai paket bisa yang blng engak bisa hadeh pakai telkomsel donk k,5,2024,1,9,1
mohon bantuanya dokumen tidak bisa terbuka,2,2023,12,13,-1
tidak bisa terbuka aplikasinya,4,2024,1,29,1
ni gmna solusinya saya beli hp bekas mau buat daftar ikd teryata ikd nya sdah terdaftar di hp bekas sayaa saya juga gak tau akun punya siapa dan cra mau ngilangin akunya gmana apa harus beli hp baru / gmna,1,2024,1,30,-1
aplikasi gagal terus sat scan,1,2024,2,13,-1
ini kenapa aplikasi nya gx bisa ke buka tulisan memuat terus,3,2023,12,20,-1
ngak banget kenapa juga harus pakai barqode dari capil,2,2023,12,31,-1
selalu keluar dengan sendiri nya setelah ambil photo,1,2023,2,22,-1
coba lagi truspadahal sinyal bagus,1,2024,2,25,-1
sama aja bodong mau daftar juga harus sken dulu mau mudah tapi syulit,2,2023,12,14,-1
jaringan internet bagus tapi gak bisa masuk,1,2024,1,31,-1
boro boro berfungsi dibuka saja tidak bisa,1,2024,2,24,-1
aplikasi jelek ga berfungsi,1,2024,1,3,-1
sama repotnya kalo harus datang lagi ke kantor disdukcapil,1,2023,12,14,-1
benahi lagi sistemnyasusah masukpadahal data dan internet lagi bagus,1,2024,1,29,-1
menu dokumen tidak bisa di buka,3,2023,12,29,-1
kenapa ga bisa di buka ya padahal sebelumnya bisa di buka saya tungu jawabanya secepatnya,3,2023,12,8,-1
aplikasi nya gagal terus verifikasi wajah,1,2023,12,18,-1
ini yang bikin aplikasi kemana yah bnyak komplenan tuh,1,2023,12,28,-1
aplikasinya tidak dapat dioperasikan,1,2024,2,23,-1
dengan alesan tidak ada jaringan terus,2,2024,1,2,-1
namanya digital ktp tapi mau buka di pakai tak bisa payah,1,2024,2,25,-1
dibuka selalu eror padahal jaringan bagus bagus aja,1,2023,12,8,-1
kalo memang daftar di qp imi harus dengan ada qr dengan meminta melalui petugas disdukcatpil di kantor terkait ngaplikasiain ada aplikasi beginian online masih harus kesana kemari repot di permudah lagi supaya di manaplikasiun bisa hanya dengan online selesai,1,2024,1,20,-1
tidak bisa digunakan muter terus,1,2024,1,24,-1
kenapa gak bisa di buka aplikasi yah permasalahanya gak ada internet mulu padal paket mah ada gi manah nih tolong dong,5,2024,2,26,1
tidak bisa di bukajangan kan untuk daftar di buka ja nga bisa,1,2024,2,23,-1
kok aplikasi nya tidak bisa dibuka,4,2023,12,21,1
smoga lebih di mudahkan tanpa meminta scan barcode dari dukcapil ribet sumpah,5,2024,1,3,1
sayang banget ga bisa pake jaringan lain selain telkomsel,1,2023,12,22,-1
tidak dapat d instalapk yang lain bisa,2,2023,12,19,-1
maaf saya kasih rating segini dulu karena baru download dan baru mau masuk aja ke aplikasinya alasan nya jaringan padahal buka aplikasi lain aman aman saja tolong di perbaiki lagi jika ingin merubah dari ektp menjadi ikd terima kasih,3,2024,1,2,-1
baru pertama kali saya mengunakan aplikasi tersebut mengapa tidak bisa terbuka aplikasinya,4,2023,12,11,1
kenapa harus scan barcode mau digital kok nangung,1,2023,12,20,-1
seperti biasa templetnya bilang mempermudah masyarakat nyatanya cuma pengen buangbuang angaran negara,1,2023,12,18,-1
ga jelas ga bisa d buka kesalahan sistem terus,1,2024,2,25,-1
yakin gak harus pake ktp fisik sekarang banyak bank digital jadi susah mau buka rekeningnya,1,2024,1,6,-1
kurang bagus karna berulang kali foto gagal terus,1,2024,2,10,-1
gak bisa masuk ini program malah bikin ribet,1,2024,1,30,-1
knp tak bisa dibukatolong perbaiki,1,2024,2,13,-1
